latitude_deg,longitude_deg,STATE,IATA
31.85849953,-102.0739975,Texas,
40.59889984,-77.40570068,Pennsylvania,
30.61079979,-86.94000244,Florida,
38.47280121,-109.6600037,Utah,
41.37760162,-87.68139648,Illinois,
33.782398,-83.692903,Georgia,
41.93989944,-83.43470001,Michigan,
37.52730179,-106.0479965,Colorado,
42.22040176,-91.16329956,Iowa,
39.11470032,-87.44830322,Indiana,SIV
46.12080002,-114.927002,Idaho,
35.13619995,-92.71350098,Arkansas,
36.1794014,-83.37550354,Tennessee,
38.90179825,-90.96029663,Missouri,
34.52930069,-93.52709961,Arkansas,
40.09220123,-76.57440186,Pennsylvania,
35.22219849,-78.03780365,North Carolina,
40.94660187,-91.51110077,Iowa,MPZ
39.98749924,-90.80419922,Illinois,
36.99280167,-91.71450043,Missouri,
41.367803,-91.148201,Iowa,MUT
40.35179901,-76.32959747,Pennsylvania,
39.93090057,-84.0134964,Ohio,
42.50310135,-83.623703,Michigan,
41.56679916,-73.46620178,Connecticut,
30.71829987,-91.47869873,Louisiana,
46.31119919,-85.45729828,Michigan,
42.12799835,-71.37000275,Massachusetts,
39.04560089,-85.6053009,Indiana,
41.11949921,-101.7699966,Nebraska,OGA
35.66809845,-95.94869995,Oklahoma,OKM
38.9314003,-94.88500214,Kansas,
44.95280075,-68.67430115,Maine,OLD
30.06920052,-93.80090332,Texas,
46.79489899,-119.0790024,Washington,
37.2696991,-97.09140015,Kansas,
30.62529945,-87.13999939,Florida,
42.71789932,-120.5630035,Oregon,
37.78749847,-114.4219971,Nevada,
39.71060181,-121.6169968,California,
48.39400101,-97.78079987,North Dakota,
43.77880096,-116.9380035,Idaho,
37.32989883,-95.5062027,Kansas,PPF
44.09159851,-116.901001,Idaho,
35.52830124,-113.2470016,Arizona,
28.82229996,-99.10900116,Texas,
40.48820114,-89.67590332,Illinois,
48.94250107,-97.24079895,North Dakota,PMB
42.11389923,-96.72889709,Nebraska,
30.3987999,-87.34860229,Florida,
30.46969986,-87.33809662,Florida,
46.60409927,-95.60449982,Minnesota,
36.38560104,-97.27719879,Oklahoma,
37.868698,-89.862099,Missouri,
32.7994,-89.125999,Mississippi,
44.04859924,-101.598999,South Dakota,PHP
41.15330124,-104.1299973,Wyoming,
42.11019897,-122.3830032,Oregon,
44.76850128,-69.37439728,Maine,
48.14149857,-123.4140015,Washington,
36.59280014,-86.47669983,Tennessee,
35.02159882,-94.62129974,Oklahoma,
40.70650101,-76.37310028,Pennsylvania,
37.70159912,-98.74690247,Kansas,PTT
31.59539986,-89.90619659,Mississippi,
37.75099945,-82.63670349,Kentucky,
42.74319839,-122.487999,Oregon,
37.5032,-77.125501,Virginia,
30.805799,-83.586502,Georgia,
32.0849,-88.738897,Mississippi,
42.76060104,-87.81520081,Wisconsin,RAC
41.98460007,-73.83599854,New York,
47.82500076,-96.25779724,Minnesota,
45.18740082,-109.2669983,Montana,
48.71820068,-118.6559982,Washington,
30.087,-90.582602,Louisiana,
37.06370163,-81.7983017,Virginia,
43.64440155,-111.9290009,Idaho,
42.75,-88.25090027,Wisconsin,
43.45220184,-96.17980194,Iowa,
30.63159943,-96.98970032,Texas,RCK
42.79610062,-82.97499847,Michigan,
48.85599899,-95.6969986,Minnesota,ROX
29.52440071,-95.77519989,Texas,
43.4333992,-83.86229706,Michigan,
35.645901,-80.520302,North Carolina,SRW
33.2397995,-119.4580002,California,
33.67610168,-117.7310028,California,
31.881001,-106.705002,New Mexico,
31.93289948,-111.8939972,Arizona,
35.20510101,-85.89810181,Tennessee,UOS
48.54069901,-111.8710022,Montana,SBX
35.25559998,-81.60099792,North Carolina,
35.96860123,-116.2689972,California,
28.03919983,-97.54239655,Texas,
42.857899,-124.517998,Oregon,
61.96530151,-151.1909943,Alaska,SKW
38.83940125,-119.3379974,Nevada,
39.76110077,-98.79340363,Kansas,
33.80459976,-83.99629974,Georgia,
32.69340134,-100.9499969,Texas,SNK
47.0868988,-122.4309998,Washington,
39.87210083,-119.7009964,Nevada,
43.958302,-90.7379,Wisconsin,CMY
34.91569901,-81.95649719,South Carolina,SPA
37.63349915,-85.2417984,Kentucky,
36.53720093,-86.92060089,Tennessee,
44.41550064,-115.3170013,Idaho,
46.38090134,-94.80660248,Minnesota,
33.53570175,-84.17910004,Georgia,
38.23350143,-91.16429901,Missouri,
47.87070084,-121.7919998,Washington,
40.04639816,-98.06009674,Nebraska,
35.31740189,-83.2098999,North Carolina,
32.64530182,-81.5970993,Georgia,
35.92890167,-95.00450134,Oklahoma,
25.00869942,-80.53309631,Florida,
43.45750046,-96.80200195,South Dakota,
39.54779816,-87.37729645,Indiana,
43.658298,-108.213154,Wyoming,
47.57350159,-115.2809982,Montana,THM
33.52970123,-82.51650238,Georgia,
46.33119965,-111.4830017,Montana,
35.8125,-117.3270035,California,TRH
40.01480103,-84.19809723,Ohio,
36.09280014,-111.3830032,Arizona,TBC
41.88740158,-121.3590012,California,
41.52920151,-75.94689941,Pennsylvania,
44.26399994,-71.54759979,New Hampshire,
42.76530075,-96.93430328,South Dakota,
42.21860123,-92.02590179,Iowa,
43.57939911,-90.9131012,Wisconsin,
31.48489952,-97.3164978,Texas,
36.98720169,-77.00109863,Virginia,
29.99340057,-95.93029785,Texas,
32.55929947,-83.67489624,Georgia,
45.26819992,-115.6829987,Idaho,
38.34690094,-93.34539795,Missouri,
47.65599823,-120.0559998,Washington,
38.07709885,-78.94419861,Virginia,
39.50529861,-84.12190247,Ohio,
40.74570084,-122.9219971,California,
44.20679855,-116.961998,Idaho,
41.72790146,-77.39649963,Pennsylvania,
38.01110077,-105.3730011,Colorado,
33.947701,-98.616699,Texas,
30.84320068,-89.15979767,Mississippi,
35.86220169,-77.17819977,North Carolina,
43.91339874,-95.10939789,Minnesota,
29.80410004,-94.43099976,Texas,
30.774768,-94.458818,Texas,
32.8832016,-90.46360016,Mississippi,
46.92499924,-122.5530014,Washington,
40.00699997,-82.01239777,Ohio,
40.80160141,-80.16069794,Pennsylvania,
43.4776001,-71.23699951,New Hampshire,
47.50469971,-111.1869965,Montana,GFA
59.6446991,-151.5019989,Alaska,
40.754501,-74.007103,New York,JRA
40.70119858,-74.00900269,New York,JRB
29.7225,-95.588303,Texas,
44.6875,-73.52449799,New York,PLB
37.92509842,-76.87159729,Virginia,
45.61999893,-122.5299988,Washington,
38.694098,-117.146752,Nevada,
59.04470062,-158.5050049,Alaska,DLG
36.33919907,-97.91649628,Oklahoma,END
34.73730087,-120.5839996,California,VBG
39.13610077,-121.4369965,California,BAB
44.05559921,-75.71949768,New York,
30.96780014,-83.19300079,Georgia,VAD
39.7016983,-104.7519989,Colorado,BFK
38.71500015,-77.18099976,Virginia,DAA
36.66859818,-87.49620056,Kentucky,HOP
47.07920074,-122.5810013,Washington,GRF
34.70840073,-77.43969727,North Carolina,
27.50720024,-97.80970001,Texas,NQI
29.82530022,-90.03500366,Louisiana,NBG
62.09540176,-163.6820068,Alaska,MOU
43.93899918,-90.25340271,Wisconsin,VOK
68.87509918,-166.1100006,Alaska,LUR
63.99449921,-145.7220001,Alaska,BIG
70.20999908,-151.0059967,Alaska,NUI
67.1063,-157.856989,Alaska,ABL
68.13359833,-151.7429962,Alaska,AKP
46.87149811,-68.01789856,Maine,CAR
35.6853981,-117.6920013,California,
41.44800186,-97.34259796,Nebraska,
30.83169937,-93.33989716,Louisiana,DRI
47.82450104,-91.83070374,Minnesota,LYU
62.78609848,-164.4909973,Alaska,EMK
37.13249969,-76.6088028,Virginia,FAF
31.13870049,-97.71450043,Texas,HLR
61.52389908,-166.1470032,Alaska,HPB
42.81520081,-108.7300034,Wyoming,LND
30.39109993,-81.42469788,Florida,NRB
30.7241993,-87.02189636,Florida,NSE
34.67869949,-86.68479919,Alabama,HUA
61.84529877,-165.5709991,Alaska,SCM
62.0605011,-163.302002,Alaska,KSM
33.23690033,-107.2720032,New Mexico,TCS
48.0945015,-105.5749969,Montana,OLF
61.26639938,-149.6529999,Alaska,FRN
68.34880066,-166.798996,Alaska,PHO
30.56360054,-87.80970001,Alabama,
42.92100143,-112.8809967,Idaho,
40.15340042,-81.97350311,Ohio,
41.18600082,-120.9520035,California,
43.17350006,-78.27459717,New York,
43.07789993,-94.27200317,Iowa,AXG
40.97090149,-81.09980011,Ohio,
36.77320099,-98.66989899,Oklahoma,
29.26499939,-95.41190338,Texas,
29.64599991,-84.91660309,Florida,
35.75180054,-78.85970306,North Carolina,
31.68549919,-83.63210297,Georgia,
39.57049942,-95.18029785,Kansas,
47.95679855,-116.677002,Idaho,
34.39830017,-96.14810181,Oklahoma,
41.70140076,-94.92050171,Iowa,
30.396601,-97.567299,Texas,
36.97190094,-92.68190002,Missouri,
39.26259995,-76.43299866,Maryland,
39.8844986,-82.5891037,Ohio,
47.395401,-121.5360031,Washington,
34.36349869,-89.89260101,Mississippi,
43.5469017,-83.89550018,Michigan,
39.97340012,-90.40370178,Illinois,
44.988602,-85.198402,Michigan,ACB
44.73419952,-103.8619995,South Dakota,
44.666598,-93.783602,Minnesota,
40.88550186,-77.81629944,Pennsylvania,
29.94190025,-96.24610138,Texas,
34.62170029,-79.73439789,South Carolina,BTN
41.20009995,-76.3871994,Pennsylvania,
35.22650146,-84.5848999,Tennessee,
39.7784,-74.9478,New Jersey,
41.13959885,-121.1240005,California,
31.19890022,-101.4729996,Texas,
46.80170059,-100.6790009,North Dakota,
40.73329926,-119.237999,Nevada,
43.20930099,-112.3499985,Idaho,
36.74509811,-97.34960175,Oklahoma,
48.57899857,-122.8259964,Washington,BYW
40.97779846,-92.58769989,Iowa,
35.94039917,-89.83080292,Arkansas,HKA
35.1495018,-93.86209869,Arkansas,
40.86940002,-111.927002,Utah,BTF
48.10490036,-119.7210007,Washington,
39.77000046,-93.01270294,Missouri,
31.60580063,-90.40930176,Mississippi,
42.0746,-124.290001,Oregon,BOK
33.17309952,-102.1930008,Texas,
39.4552002,-121.2919998,California,
44.3810997,-106.7220001,Wyoming,BYG
33.03620148,-96.24310303,Texas,
43.59640121,-91.50389862,Minnesota,
37.00979,-88.299403,Kentucky,
40.9151001,-72.79190063,New York,CTO
45.62779999,-122.4039993,Washington,
37.35829926,-85.30940247,Kentucky,
34.34009933,-83.13349915,Georgia,
40.56909943,-90.07479858,Illinois,
33.818536,-111.898327,Arizona,
34.10430145,-77.90419769,North Carolina,
28.52219963,-99.82360077,Texas,CZT
42.0461998,-94.78900146,Iowa,CIN
32.76119995,-89.53009796,Mississippi,
39.30250168,-88.00409698,Illinois,
31.8316,-94.156403,Texas,
40.68389893,-92.90100098,Iowa,
31.30489922,-95.79660034,Texas,
41.11259842,-98.05169678,Nebraska,
38.51509857,-89.0911026,Illinois,ENL
40.89030075,-77.60250092,Pennsylvania,
44.80820084,-114.8089981,Idaho,
36.84209824,-89.35970306,Missouri,
34.52750015,-114.4309998,California,
40.722514,-88.769108,Illinois,
42.7317009,-95.55590057,Iowa,
45.30619812,-91.63619995,Wisconsin,
48.59209824,-109.2509995,Montana,
61.582901,-144.427002,Alaska,CXC
43.02920151,-75.84549713,New York,
47.82830048,-112.1679993,Montana,
39.56679916,-76.20240021,Maryland,
32.8504982,-86.61139679,Alabama,
31.88330078,-85.48490143,Alabama,
36.44620132,-103.1669998,New Mexico,CAO
47.19430161,-120.8830032,Washington,
41.04859924,-78.4131012,Pennsylvania,
43.2234993,-122.4209976,Oregon,
33.76110077,-90.75789642,Mississippi,
32.44889832,-81.3368988,Georgia,
47.75550079,-116.8590012,Idaho,
45.29159927,-114.9499969,Idaho,
38.45059967,-90.23590088,Illinois,
33.29290009,-95.89640045,Texas,
39.54930115,-97.65229797,Kansas,CNK
39.95920181,-79.65709686,Pennsylvania,
33.82849884,-79.12220001,South Carolina,
47.124802,-124.184998,Washington,
36.102502,-119.595001,California,CRO
35.29759979,-98.9673996,Oklahoma,
42.17589951,-77.11219788,New York,
27.70030022,-97.43440247,Texas,
46.03879929,-116.3320007,Idaho,
34.659401,-87.348801,Alabama,
31.99069977,-93.30740356,Louisiana,
30.445101,-89.988899,Louisiana,
44.9117012,-108.4459991,Wyoming,
40.49520111,-107.5220032,Colorado,CIG
37.82080078,-106.9309998,Colorado,
43.5326004,-121.9499969,Oregon,
40.61790085,-96.92489624,Nebraska,
37.18099976,-78.09829712,Virginia,
35.71770096,-108.2020035,New Mexico,
38.06880188,-91.42890167,Missouri,
29.08359909,-97.26689911,Texas,
34.1012,-84.161003,Georgia,
38.36619949,-84.28330231,Kentucky,
35.0870018,-93.42749786,Arkansas,
47.65359879,-118.1679993,Washington,
34.04700089,-94.3993988,Arkansas,
40.5428009,-86.68170166,Indiana,
32.46379852,-87.95410156,Alabama,
41.95410156,-118.6309967,Nevada,
41.6554985,-93.64409637,Iowa,
33.747609,-115.325117,California,
30.363001,-89.387703,Mississippi,
40.49290085,-123.5999985,California,
44.72545624,-116.0912399,Idaho,
41.73270035,-87.9992981,Illinois,
46.6208,-113.205002,Montana,DRU
32.06819916,-98.32530212,Texas,
33.88479996,-91.53450012,Arkansas,
41.13330078,-88.44080353,Illinois,
40.6733017,-80.6414032,Ohio,
40.74219894,-75.24289703,Pennsylvania,
47.25419998,-121.185997,Washington,ESW
45.05580139,-85.35590363,Michigan,
29.00099945,-96.58200073,Texas,
45.98609924,-95.99199677,Minnesota,
43.143101,-70.772301,Maine,
38.75830078,-104.3069992,Colorado,
29.2682991,-98.33699799,Texas,
35.56240082,-75.9552002,North Carolina,
37.74530029,-111.5699997,Utah,
30.46629906,-92.42379761,Louisiana,UCE
37.85160065,-96.29170227,Kansas,
39.60419846,-116.0049973,Nevada,EUE
43.89590073,-85.27919769,Michigan,
64.81400299,-147.9190063,Alaska,
43.72499847,-103.3499985,South Dakota,
41.05329895,-91.97889709,Iowa,FFL
39.41529846,-118.836998,Nevada,
37.610022,-86.507262,Kentucky,
41.65840149,-70.52140045,Massachusetts,FMH
39.80559921,-79.54889679,Pennsylvania,
34.89369965,-78.84349823,North Carolina,
47.55189896,-96.29190063,Minnesota,
38.19490051,-90.38539886,Missouri,
31.68370056,-83.27050018,Georgia,
43.23469925,-93.62409973,Iowa,FXY
47.93769836,-124.3960037,Washington,
34.94200134,-90.77500153,Arkansas,FCY
42.96319962,-88.81759644,Wisconsin,
47.8451004,-110.6360016,Montana,
26.73279953,-81.89730072,Florida,
26.64340019,-81.71040344,Florida,
32.97729874,-97.48840332,Texas,
47.5928,-95.773499,Minnesota,
39.42639923,-86.0582962,Indiana,
40.44290161,-76.44159698,Pennsylvania,
37.605801,-90.2873,Missouri,
42.3643,-74.066002,New York,
43.9612,-89.788002,Wisconsin,
35.54430008,-78.74749756,North Carolina,
40.7533989,-82.72380066,Ohio,GQQ
29.44479942,-90.26110077,Louisiana,
45.04990005,-110.7470016,Montana,
42.935902,-85.805,Michigan,
32.699001,-94.948898,Texas,
32.528801,-94.971702,Texas,
37.722751,-117.236368,Nevada,
35.15510178,-97.47039795,Oklahoma,
42.91719818,-114.7649994,Idaho,GNG
61.39450073,-149.845993,Alaska,
38.15599823,-78.165802,Virginia,GVE
42.77420044,-84.73310089,Michigan,
47.8382988,-90.38289642,Minnesota,GRM
38.96139908,-110.2269974,Utah,RVR
41.32699966,-94.4457016,Iowa,
31.84569931,-86.61070251,Alabama,
37.2262001,-87.15640259,Kentucky,
43.22169876,-99.40329742,South Dakota,
33.83250046,-89.79820251,Mississippi,
36.60680008,-94.73860168,Oklahoma,
28.52669907,-81.87480164,Florida,
40.82009888,-74.85520172,New Jersey,
34.28030014,-87.60040283,Alabama,
29.38999939,-96.95610046,Texas,
48.75270081,-96.94300079,Minnesota,
34.11759949,-87.99819946,Alabama,HAB
42.72370148,-93.2263031,Iowa,HPT
37.89470169,-110.3791237,Utah,
38.63119888,-85.44360352,Indiana,
41.79069901,-123.3889999,California,
46.44860077,-109.8529968,Montana,
39.25889969,-84.77429962,Ohio,
42.40250015,-88.63240051,Illinois,
35.832901,-95.66739655,Oklahoma,
32.28350067,-83.43849945,Georgia,
37.38779831,-83.26210022,Kentucky,
46.30379868,-95.4394989,Minnesota,
46.01490021,-102.6559982,North Dakota,
35.65209961,-81.35790253,North Carolina,
38.77930069,-89.64040375,Illinois,
46.95550156,-93.59690094,Minnesota,
43.656601,-90.3282,Wisconsin,
41.92129898,-84.58580017,Michigan,
41.55419922,-87.26249695,Indiana,
32.7668,-103.209,New Mexico,HBB
42.79589844,-86.16200256,Michigan,HLM
40.56940079,-102.2730026,Colorado,
25.55870056,-80.51509857,Florida,
44.359798,-84.671095,Michigan,HTL
44.66289902,-104.5680008,Wyoming,
42.73609924,-94.24520111,Iowa,HUD
35.80220032,-88.87490082,Tennessee,
39.36119843,-110.9169998,Utah,
36.07820129,-93.75479889,Arkansas,
37.13890076,-113.3059998,Utah,
44.85990143,-94.38249969,Minnesota,
42.33259964,-95.44490051,Iowa,
32.5667,-117.116997,California,NRS
40.63219833,-79.10549927,Pennsylvania,IDI
37.87009811,-95.38639832,Kansas,
46.52750015,-90.13140106,Michigan,IWD
30.88570023,-94.03489685,Texas,JAS
32.74599838,-94.30439758,Texas,
42.99819946,-74.32959747,New York,
36.29940033,-82.60420227,Tennessee,
31.62529945,-91.82920074,Louisiana,
36.65409851,-83.21779633,Virginia,
47.3288002,-106.9530029,Montana,JDN
45.35960007,-117.2539978,Oregon,
39.04330063,-96.84329987,Kansas,
33.08069992,-97.35890198,Texas,
47.00400162,-122.2360001,Washington,
41.60279846,-82.68460083,Ohio,
43.94660187,-114.1100006,Idaho,
24.648938,-81.578357,Florida,
41.18809891,-103.677002,Nebraska,
35.87509918,-97.95249939,Oklahoma,
39.2030983,-117.064003,Nevada,
35.8044014,-84.415802,Tennessee,
27.55089951,-98.03089905,Texas,
41.2989006,-93.11380005,Iowa,
34.68859863,-85.29039764,Georgia,
36.51839828,-86.0582962,Tennessee,
33.13209915,-97.0141983,Texas,
27.24559975,-81.4131012,Florida,
27.9538002,-81.60140228,Florida,
32.756302,-101.919997,Texas,
40.63330078,-93.90219879,Iowa,
34.72290039,-80.854599,South Carolina,
46.15399933,-89.21209717,Wisconsin,
47.9068985,-97.64060211,North Dakota,
38.20859909,-99.08599854,Kansas,
39.0769,-76.828003,Maryland,
33.34989,-112.122946,Arizona,
36.7728,-77.794296,Virginia,LVL
42.77799988,-96.1937027,Iowa,LRJ
30.60210037,-97.81890106,Texas,
40.00730133,-86.44059753,Indiana,
40.29180145,-76.32879639,Pennsylvania,
40.84429932,-75.63549805,Pennsylvania,
35.65639877,-88.19539642,Tennessee,
42.272308,-74.394037,New York,
43.76300049,-70.67250061,Maine,
37.85570145,-81.91590118,West Virginia,
34.75979996,-106.7450027,New Mexico,
29.10829926,-96.39880371,Texas,
41.29029846,-98.99060059,Nebraska,
44.65999985,-84.23750305,Michigan,
48.95589828,-122.4580002,Washington,
33.13349915,-88.53559875,Mississippi,
30.91279984,-95.95200348,Texas,
36.6006012,-89.99220276,Missouri,MAW
42.49330139,-91.49849701,Iowa,
46.12200165,-89.88230133,Wisconsin,
32.07350159,-93.76550293,Louisiana,
31.54490089,-93.4865036,Louisiana,
36.73431,-111.752715,Arizona,
34.78030014,-90.81060028,Arkansas,
33.89899826,-97.17050171,Oklahoma,
42.03110123,-91.52929688,Iowa,
31.09469986,-92.06909943,Louisiana,
43.311798,-83.090897,Michigan,
35.89699936,-92.65899658,Arkansas,
44.45050049,-95.82189941,Minnesota,MML
43.4178009,-116.7060013,Idaho,
30.73220062,-99.18430328,Texas,
39.29919815,-75.79940033,Maryland,
36.76910019,-88.58470154,Kentucky,
39.3280983,-82.44180298,Ohio,
44.97430038,-115.7300034,Idaho,
31.12509918,-102.2249985,Texas,
46.61880112,-93.30979919,Minnesota,
61.43709946,-142.904007,Alaska,MXY
45.19889832,-89.71289825,Wisconsin,RRL
48.84090042,-117.2839966,Washington,
32.37390137,-82.07920074,Georgia,
36.61059952,-83.73739624,Kentucky,
45.77249908,-93.63220215,Minnesota,
44.52519989,-98.95809937,South Dakota,
35.27899933,-89.9315033,Tennessee,
30.50690079,-86.95970154,Florida,
32.646,-93.298103,Louisiana,
40.51490021,-98.94560242,Nebraska,
44.68059921,-84.125,Michigan,
35.91490173,-80.45680237,North Carolina,
45.14619827,-122.6179962,Oregon,
31.58250046,-102.9089966,Texas,MIF
40.452301,-79.774803,Pennsylvania,
32.30199814,-84.00749969,Georgia,
36.8553009,-84.85610199,Kentucky,
40.12919998,-91.67829895,Missouri,
38.17580032,-109.7440033,Utah,
36.48479843,-99.19419861,Oklahoma,
35.61399841,-80.74150085,North Carolina,
46.83929825,-96.66369629,Minnesota,
38.13339996,-83.53800201,Kentucky,
40.1570015,-75.87049866,Pennsylvania,
45.56600189,-95.96720123,Minnesota,
46.323601,-94.638601,Minnesota,
31.141569,-83.703718,Georgia,
38.20909882,-97.50270081,Kansas,
43.62170029,-84.73750305,Michigan,
39.526651,-111.475978,Utah,MSD
38.05810165,-83.979599,Kentucky,
37.06840134,-93.88490295,Missouri,
40.36510086,-82.49569702,Ohio,
48.37480164,-122.3389969,Washington,
40.52470016,-83.51170349,Ohio,
36.4178009,-81.82510376,Tennessee,
37.12070084,-92.311203,Missouri,
35.86449814,-92.09030151,Arkansas,
43.2159996,-116.5490036,Idaho,
31.20739937,-81.90579987,Georgia,
41.44620132,-85.93479919,Indiana,
40.60689926,-95.86569977,Nebraska,
39.8759,-85.3265,Indiana,
36.53530121,-89.59970093,Missouri,
28.18799973,-82.62560272,Florida,
28.28249931,-82.64569855,Florida,
35.637699,-91.176397,Arkansas,
32.3117981,-89.1359024,Mississippi,
41.02730179,-74.75849915,New Jersey,
41.83589935,-86.22519684,Michigan,NLE
60.02019882,-151.5890045,Alaska,
40.00360107,-85.96469879,Indiana,
33.77399826,-97.73809814,Texas,
48.57490158,-116.9639969,Idaho,
45.16500092,-85.57180023,Michigan,
38.23880005,-108.5630035,Colorado,
70.344299,-150.945007,Alaska,DQH
29.28030014,-82.12480164,Florida,
35.449183,-97.532989,Oklahoma,DWN
36.03760147,-84.30690002,Tennessee,
38.72180176,-88.17639923,Illinois,
41.36830139,-96.02249908,Nebraska,
48.46440125,-119.5179977,Washington,OMK
42.99029922,-96.06279755,Iowa,
48.01589966,-92.85610199,Minnesota,
44.451599,-83.394096,Michigan,OSC
41.401001,-102.355003,Nebraska,OKS
43.985045,-88.576083,Wisconsin,
41.03559875,-83.98200226,Ohio,
34.399297,-110.529553,Arizona,
43.42490005,-117.3450012,Oregon,
41.75500107,-91.72769928,Iowa,
39.50230026,-84.78440094,Ohio,OXD
35.51070023,-93.83930206,Arkansas,
30.73530006,-101.2030029,Texas,OZA
42.22330093,-72.31140137,Massachusetts,PMX
33.53760147,-84.63880157,Georgia,
39.41999817,-89.99120331,Illinois,
38.58340073,-86.46250153,Indiana,
36.06290054,-90.50779724,Arkansas,PGR
39.70019913,-87.66960144,Illinois,
36.33819962,-88.38289642,Tennessee,PHT
45.95500183,-90.42440033,Wisconsin,PKF
40.44900131,-88.12770081,Illinois,
40.79529953,-89.61340332,Illinois,
40.78630066,-86.14640045,Indiana,
39.913305,-84.400398,Ohio,
29.25,-81.459198,Florida,
61.934601,-162.899994,Alaska,PQS
37.97790146,-89.36049652,Illinois,
43.02249908,-102.5110016,South Dakota,XPR
31.34609985,-92.44360352,Louisiana,
40.58760071,-75.01940155,New Jersey,
42.46780014,-85.64800262,Michigan,
48.79029846,-104.5339966,Montana,PWD
43.77920151,-71.75370026,New Hampshire,
48.97969818,-123.0790024,Washington,
35.79169846,-110.4229965,Arizona,PXL
47.69540024,-114.1849976,Montana,
47.43230057,-122.6679993,Washington,
47.46369934,-122.5690002,Washington,
34.14550018,-103.4100037,New Mexico,
42.86959839,-124.0589981,Oregon,
32.43870163,-86.51270294,Alabama,
29.469601,-103.936996,Texas,
48.19020081,-116.9089966,Idaho,
46.21340179,-119.7910004,Washington,
34.984501,-97.382797,Oklahoma,
34.277101,-99.7593,Texas,
32.30329895,-90.40850067,Mississippi,
40.01599884,-122.3899994,California,
41.01050186,-95.25990295,Iowa,
44.86249924,-98.52950287,South Dakota,
33.38679886,-88.00659943,Alabama,
28.2936,-97.322998,Texas,RFG
32.05899811,-82.15170288,Georgia,
31.83989906,-94.96130371,Texas,
43.28340149,-90.2983017,Wisconsin,
36.4394989,-77.70929718,North Carolina,RZZ
39.01599884,-87.64980316,Illinois,
27.7784996,-97.69049835,Texas,
43.19020081,-112.5319977,Idaho,
36.45759964,-82.88500214,Tennessee,
37.93569946,-91.81349945,Missouri,RLA
43.25839996,-75.60379791,New York,
42.83399963,-117.6289978,Oregon,
42.57770157,-117.8850021,Oregon,REO
29.35689926,-95.45939636,Texas,
36.35589981,-91.83100128,Arkansas,
38.60200119,-86.13999939,Indiana,
35.4382019,-94.80280304,Oklahoma,
44.9679985,-114.7330017,Idaho,
29.7390995,-98.45110321,Texas,
38.01689911,-122.5210037,California,
31.23520088,-98.71700287,Texas,
32.96670151,-82.83820343,Georgia,
45.35440063,-122.2679977,Oregon,
43.86259842,-73.74259949,New York,
48.80770111,-105.439003,Montana,
29.73340034,-96.05919647,Texas,
47.17910004,-113.4449997,Montana,
29.60330009,-97.99060059,Texas,
32.671532,-102.656851,Texas,
38.92359924,-85.90740204,Indiana,SER
40.8728981,-82.69740295,Ohio,
39.41040039,-88.84539795,Illinois,
43.11100006,-121.0940018,Oregon,
43.13439941,-96.1875,Iowa,
38.83319855,-119.3960037,Nevada,
35.98529816,-85.80930328,Tennessee,
42.64160156,-111.5800018,Idaho,
45.104486,-114.799404,Idaho,
40.03910065,-79.01460266,Pennsylvania,
42.56069946,-73.83390045,New York,
47.07040024,-122.3710022,Washington,
34.131101,-109.310255,Arizona,
32.39459991,-81.28070068,Georgia,
35.94459915,-81.99569702,North Carolina,
38.37590027,-90.97070313,Missouri,
30.50189972,-88.27510071,Alabama,
38.732899,-89.806602,Illinois,
43.98630142,-94.55789948,Minnesota,
30.75300026,-81.55879974,Georgia,
32.17359924,-101.8219986,Texas,
35.38819885,-79.7928009,North Carolina,
35.76530075,-80.9539032,North Carolina,SVH
48.34569931,-120.7210007,Washington,
48.45830154,-96.8628006,Minnesota,
37.66030121,-93.81680298,Missouri,
61.78969955,-156.5890045,Alaska,SRV
41.577,-73.732399,New York,
36.16249847,-119.0500031,California,
30.50769997,-87.64550018,Alabama,
24.658796,-81.445341,Florida,
40.26279831,-90.23680115,Illinois,
33.99499893,-80.36129761,South Carolina,SUM
40.89179993,-76.77890015,Pennsylvania,
33.28139,-111.128941,Arizona,
47.16830063,-114.8539963,Montana,
38.68700027,-80.65180206,West Virginia,
32.60910034,-82.36990356,Georgia,
34.70780182,-95.07379913,Oklahoma,
34.45280075,-110.1149979,Arizona,TYZ
42.025101,-83.939201,Michigan,
35.10110092,-118.4229965,California,
41.76350021,-96.17790222,Nebraska,
38.0177002,-86.69090271,Indiana,
36.52230072,-91.5719986,Missouri,
38.70460129,-123.4329987,California,
42.02069855,-115.3379974,Idaho,
34.19850159,-96.67449951,Oklahoma,
43.97499847,-90.48349762,Wisconsin,
45.469101,-89.805702,Wisconsin,
47.81829834,-92.29170227,Minnesota,
37.25939941,-104.3410034,Colorado,TAD
32.446633,-111.002898,Arizona,
48.3506012,-120.0940018,Washington,
40.88339996,-83.3144989,Ohio,
43.02090073,-75.17040253,New York,
43.96379852,-117.2590027,Oregon,
46.94100189,-98.01760101,North Dakota,
47.45859909,-122.473999,Washington,
45.85150146,-123.2419968,Oregon,
36.63299942,-95.15139771,Oklahoma,
36.44860077,-119.3190002,California,
40.76200104,-85.79879761,Indiana,
46.45029831,-95.21099854,Minnesota,
35.020599,-80.077103,North Carolina,
41.02840042,-81.79850006,Ohio,
41.24129868,-96.59400177,Nebraska,
